ports,MC,degree,eigenvector,betweenness,ISO3
841,0,6,0.001010118,0,PHL
842,74.66666667,10,0.001895136,5.43644E-06,PHL
843,287.5,16,0.002615753,1.24268E-05,PHL
844,267,19,0.00271692,7.39331E-06,PHL
845,144.6666667,17,0.002666259,2.61331E-06,PHL
846,21.5,16,0.002320307,7.97441E-07,PHL
847,21.5,16,0.002320307,7.97441E-07,PHL
848,0,15,0.002287912,0,PHL
849,0,15,0.002287912,0,PHL
850,0,15,0.002287912,0,PHL
851,0,6,0.002398295,0,NAM
852,0,1,0.000719929,0,ZAF
853,166.1666667,5,0.000994857,1.06265E-05,MDG
854,166.1666667,5,0.000994857,1.06265E-05,MDG
855,77.66666667,6,0.000740048,0.000119516,MOZ
856,158,9,0.001259648,1.76504E-05,MDG
857,86.33333333,8,0.001235725,0.000530521,MDG
858,0,1,0.000537173,0,AGO
859,0,8,0.001559637,0,AGO
860,0,3,0.000776205,0,GAB
861,0,6,0.002759566,0,NGA
862,0,6,0.002759566,0,NGA
863,0,2,5.79352E-05,0,MDG
864,0,3,9.93939E-05,0,MOZ
865,0,7,0.00325601,0,BRA
866,387.5,8,0.002783287,3.26325E-05,ARG
867,857.8333333,14,0.006256855,6.47998E-05,ARG
868,857.8333333,14,0.006256855,6.47998E-05,ARG
869,0,1,0.000276923,0,USA
870,0,1,0.000622843,0,ARG
871,0,2,0.001269423,0,PRY
872,61.16666667,6,0.00151559,2.92708E-06,ARG
873,0,5,0.001481123,0,ARG
874,0,1,0.00064658,0,FLK
875,0,3,0.000690133,0,URY
876,0,3,0.000690133,0,URY
877,0,2,0.000680807,0,ECU
878,0,2,0.000680807,0,ECU
879,0,4,0.000903737,0,CHL
880,0,4,0.000903737,0,CHL
881,0,4,0.000903737,0,CHL
882,0,7,0.00362999,0,AUS
883,0,7,0.00362999,0,AUS
884,0,3,0.001471778,0,TON
885,0,2,0.000774634,0,AUS
886,0,3,0.001351669,0,NRU
887,0,7,0.001705493,0,COK
888,0,7,0.001705493,0,COK
889,0,7,0.001705493,0,NIU
890,0,5,0.001235742,0,AUS
891,0,5,0.001235742,0,AUS
892,0,2,0.00071481,0,NZL
893,0,9,0.001761162,0,PNG
894,0,6,0.001005584,0,TKL
895,0,6,0.001005584,0,TKL
896,0,6,0.001005584,0,TKL
897,0,6,0.001005584,0,KIR
898,0,5,0.000871186,0,WLF
899,0,5,0.000871186,0,WLF
900,0,5,0.000871186,0,TUV
901,0,1,0.0005061,0,IDN
902,0,4,0.000721647,0,RUS
903,0,4,0.000721647,0,RUS
904,0,3,0.000267549,0,GBR
905,0,11,0.000549223,0,NOR
906,0,11,0.000549223,0,NOR
